mean_H,rms_H,var_H,peak_H,kurt_H,skew_H,crest_H,impulse_H,clearance_H,mf_H,freq_var_H,cwt_E_H,wav_E0_H,wav_E1_H,wav_E2_H,wav_E3_H,wav_E4_H,wav_E5_H,wav_E6_H,wav_E7_H,mean_V,rms_V,var_V,peak_V,kurt_V,skew_V,crest_V,impulse_V,clearance_V,mf_V,freq_var_V,cwt_E_V,wav_E0_V,wav_E1_V,wav_E2_V,wav_E3_V,wav_E4_V,wav_E5_V,wav_E6_V,wav_E7_V,temperature,temp_flag,condition,subset,bearing,index,rul_samples,rul_seconds
0.0034652343749999996,0.56174565773522,0.31554617613510133,2.01,-0.12937474006868133,-0.004713829537781651,3.578131796774127,4.45800992244985,5.246059684559974,16.662083694256907,530.1999291374532,0.1657814225588452,8.187610475112482,14.647462545473502,7.99968469633635,20.30199076027783,1.7453051359294853,3.466014052442825,5.213141580570117,4.588304285045562,-0.0018812499999999988,0.4358014232064301,0.1899193413671875,1.591,-0.0328016419893955,0.0027150697654913444,3.6507453048892446,4.563509935879132,5.375916489296449,17.543947829789733,178.40452333155366,0.04543236587427812,3.6150805263024015,8.236694035435763,9.233253448228048,9.58971107536711,4.04292546529063,9.154817204843843,8.246760014133411,8.26854619263675,29.499999999999982,1,1,Learning_set,Bearing1_1,0,2803.0,28030.0
0.005609374999999999,0.5351124962040692,0.28631391850585935,1.915,-0.0824641541725133,-0.025805701696344184,3.5786867494715198,4.465805035378054,5.259122550091715,16.53557337577886,459.650598245171,0.16366548123529898,8.751822271008693,13.147168333536056,7.341475455187483,19.70152289977667,1.8002841260159865,2.876919470250894,4.511959072180878,4.252281203239495,-0.0009304687499999992,0.42096838323976304,0.17721351391540527,1.666,0.15326250166890532,0.07742548105577114,3.9575418628419263,4.985073857774825,5.890805856945013,17.242612370967755,156.3632174011123,0.047607450941972086,3.770227415247577,8.694623117199537,8.924134920960872,8.905119847993788,4.4432400211447405,8.522404573908466,7.669593506503842,7.81750269892168,29.499999999999975,1,1,Learning_set,Bearing1_1,1,2803.0,28030.0
0.004195703124999995,0.5311582520039343,0.28211148474716186,1.901,0.035801130873300835,-0.005019053704595912,3.5789710363532525,4.508190417951671,5.341439075223186,16.176574998788663,460.57830599294067,0.17845991074898265,8.51831164886904,13.267436830129085,7.924015695493486,19.099746014010638,1.951567401000844,3.5309904310012574,4.711406447110225,4.157403430420213,-0.002228515624999999,0.4256053377433429,0.18113493723373414,1.584,-0.059324500255632184,-0.02440730153284158,3.7217578332700323,4.6725825227592495,5.5444562572721905,17.18756424795732,168.28300265046448,0.04399425597352343,3.809577498392259,7.808066175216737,9.74653920046005,8.199216575296914,4.054328737385876,9.93901217064984,7.580479122710601,7.8286897435934035,29.499999999999986,1,1,Learning_set,Bearing1_1,2,2803.0,28030.0
-0.0018242187500000008,0.5548331836856462,0.3078365339447021,1.91,0.045851416672149536,-0.08021203917872886,3.442476145655174,4.347988467450479,5.161220351684992,16.792140492646837,506.10205533771057,0.19890300607819683,8.390121201564186,14.433718877890318,8.06500716643073,19.849140176731694,1.877681845199215,3.5901856127272684,4.931545036566215,4.608339442130011,-0.0005941406250000003,0.44552422116044943,0.1984914786375427,1.6,-0.11119344305260359,-0.008194816101185602,3.5912750051464757,4.479699718873904,5.28991959324856,18.213994599718472,176.36404443705146,0.05028585049341261,3.8113791403860326,8.525045229886652,9.90272026456766,9.115890275338218,4.603707629150403,9.457934983184442,8.232076132605611,8.181990528991061,29.499999999999986,1,1,Learning_set,Bearing1_1,3,2803.0,28030.0
-0.002581640625000002,0.5666517824714973,0.32108757770980834,1.767,-0.18349200661083742,-0.034206553967447796,3.11831719999407,3.892261372781723,4.587844925454072,16.96160215000757,534.2523918861086,0.17913091875578685,8.56552351745727,13.934161159780635,8.162475720890155,21.326341957451653,1.8791130591397514,3.333850291780942,4.887532860384428,5.114446341326596,0.009917578125,0.4238468772925253,0.17954781703475953,1.373,-0.03253710334210025,0.08126086275632616,3.239377410178399,4.047838678578836,4.773289705421053,17.492072239974497,154.14435630463862,0.041030352638620524,3.629700326681628,7.177490556188571,9.625684566351497,9.233145040012376,4.379098455002991,9.17731749803063,7.366188090756598,8.405146547763636,29.499999999999986,1,1,Learning_set,Bearing1_1,4,2803.0,28030.0
-0.0007488281249999999,0.5441830046759316,0.29613458183456426,1.86,0.11033405521351769,0.026204801319043725,3.417967822728787,4.32753523246974,5.135775758050404,17.18159524063942,462.8300343962119,0.1952103994974704,10.01983107206854,12.909746956745241,8.032337294439232,19.382295796895182,1.9597191508888636,3.4493705213643513,4.856163516057258,4.717891857262829,-0.005373437500000001,0.4326515648446218,0.18715850273193363,1.46,-0.12223565088950883,0.0653104765551666,3.3745399723374994,4.215255941148024,4.977266832259514,18.068605405989416,152.75829953265014,0.04432634617427883,3.9406832437970962,7.904932185957659,9.67395386915774,9.279217770730526,4.576166271760641,8.920069427625302,7.641907755583341,8.80508412113437,29.499999999999986,1,1,Learning_set,Bearing1_1,5,2803.0,28030.0
0.015531640625,0.5287003038850319,0.2792827794676208,1.874,0.0007284486947267688,0.036266160299877656,3.544541181222879,4.467925989224886,5.312287512429153,16.84668904327216,432.37536824491883,0.17886354872971433,10.45555673935698,11.450519731813207,8.946937166267704,19.012351333384093,1.9217518512288314,3.0153945107351317,5.44426984609178,4.446872231689045,6.835937500000045e-05,0.4493151433536099,0.20188409337387087,1.654,-0.077208782165481,-0.04029230234930103,3.6811579224477424,4.600729510933679,5.430872574811165,18.224486301199963,184.64988816049998,0.048368492870140896,4.188401698340021,8.010988785443931,11.002299667648789,9.15967217402533,4.474419614058915,8.330717483149321,8.500301091240498,8.685111276615949,29.499999999999986,1,1,Learning_set,Bearing1_1,6,2803.0,28030.0
-0.001179687499999999,0.5403942144687062,0.29202451536865237,1.935,0.11265745628582025,0.031230708103395666,3.58071931163131,4.511409668752622,5.3301437505961236,16.913918948049776,461.3626086484902,0.17713779655938855,9.010992133886138,12.54532017434496,8.191197408380356,19.82203542852618,2.242734478002454,3.3469990910156118,4.787400003424331,4.947344143141542,-0.0007234375000000003,0.43756768940645063,0.1914649594506836,1.976,0.16526335514330315,-0.025087280298879484,4.515872737835845,5.6905399885968055,6.736894297694522,18.026425616372915,165.0759629036244,0.04616212287467316,4.208999672153913,7.728677946507981,9.816177446595322,8.890206604776976,4.904542914966205,9.113219083761756,8.343853985697395,8.341594562779248,29.499999999999986,1,1,Learning_set,Bearing1_1,7,2803.0,28030.0
0.008843359374999998,0.5663791102118572,0.3207070914793396,2.101,0.22070859021140965,0.01955605082039935,3.7095294684211724,4.675768599461015,5.51585269671157,16.841200026723715,537.7690858317562,0.18213784537236583,8.659913870440963,12.8687282868662,8.607709111994522,21.106108826313914,2.047098097779195,3.1854063147730445,5.1185748460980305,4.925059933902436,0.007046875000000001,0.44902617111227494,0.2015748438964844,1.713,0.146824830841354,0.08897763865731587,3.8149224027972917,4.798413832961965,5.670693476506527,18.500256622858394,174.00538011338418,0.04429804192426858,3.7542691755343873,8.451675000495406,9.879148246918358,9.560916906972082,4.577371919836607,8.276835134089525,8.984036176717446,8.817183589471451,29.499999999999986,1,1,Learning_set,Bearing1_1,8,2803.0,28030.0
-0.00010117187500000013,0.5335543841628283,0.2846802706236267,1.738,0.15438289893118906,0.0010969210385958173,3.2573999038565917,4.135875742780534,4.919460439431023,16.8047014763463,446.34047888463465,0.1820569794757776,8.969638936331839,11.826163479693891,9.64084192496647,19.14339670860235,2.3106376291645954,3.1634243070599375,5.029204374798929,4.783737979812422,0.003437890624999998,0.45341875779666974,0.20557675082992555,1.64,0.07343483279828034,-0.02267312924224314,3.6169654903729014,4.568896374755674,5.434149307090195,18.59344871090554,180.61583465055014,0.04208156433430119,3.4020865557609166,7.996378955673577,10.142634114336659,9.308737195431984,4.9106916863725525,8.882155282003009,8.768206939533622,9.34538713572365,29.499999999999986,1,1,Learning_set,Bearing1_1,9,2803.0,28030.0
