wav_E4_H,wav_E7_V,wav_E1_H,wav_E3_H,wav_E5_H,wav_E2_H,wav_E4_V,kurt_H,peak_H,rms_H,var_H,impulse_H,crest_H,freq_var_H,mf_H,temperature,condition,rul_seconds,bearing,subset
1.745305135929485,8.26854619263675,14.647462545473502,20.30199076027783,3.466014052442825,7.99968469633635,4.04292546529063,-0.1293747400686813,2.01,0.56174565773522,0.3155461761351013,4.45800992244985,3.578131796774127,530.1999291374532,16.662083694256907,29.499999999999982,1,28030.0,Bearing1_1,Learning_set
1.7617988329554355,8.13323314452223,14.197374281892268,20.121850402127478,3.2892856777852453,7.80222192399169,4.163019832046864,-0.11530156429983089,1.9814999999999998,0.5537557092758747,0.3067764988463287,4.460348456328312,3.5782982825833445,509.0351298697685,16.624130598713492,29.49999999999998,1,28030.0,Bearing1_1,Learning_set
1.818729403369058,8.041870124243582,13.918393046363311,19.815219085692426,3.3617971037500487,7.838760055442227,4.130412503648567,-0.06997075574789138,1.95735,0.5469764720942926,0.29937699461657863,4.474701044815319,3.5785001087143167,494.49808270672014,16.48986391873604,29.49999999999998,1,28030.0,Bearing1_1,Learning_set
1.836415135918105,8.083906245667826,14.072990795821411,19.825395413004205,3.4303136564432144,7.906634188738778,4.272401041299117,-0.035224104021879116,1.943145,0.5493334855716986,0.3019148564150157,4.436687271605867,3.5376929197965734,497.9792744960172,16.58054689090928,29.49999999999998,1,28030.0,Bearing1_1,Learning_set
1.8492245128845988,8.180278336296569,14.031341905009178,20.275679376338438,3.4013746470445323,7.98338664838419,4.304410265410279,-0.0797044747985666,1.8903014999999996,0.5545289746416382,0.30766667280345344,4.273359501958623,3.411880203855822,508.86120971304456,16.694863468638765,29.49999999999998,1,28030.0,Bearing1_1,Learning_set
1.8823729042858783,8.367720071747907,13.694863420529996,20.00766430250546,3.4157734093404777,7.9980718422007016,4.385937067315388,-0.02269291579494133,1.8812110499999997,0.5514251836519262,0.30420704551278666,4.289612221111958,3.413706489517711,495.0518571179947,16.84088300023896,29.49999999999998,1,28030.0,Bearing1_1,Learning_set
1.8941865883687643,8.46293743320832,13.021560313914959,19.709070411769048,3.295659739758874,8.282731439420802,4.412481831338446,-0.01566650644804092,1.8790477349999997,0.5446077197218578,0.29672976569923687,4.343106351545837,3.452956897029261,476.24891045607194,16.84262481314892,29.49999999999998,1,28030.0,Bearing1_1,Learning_set
1.998750955258871,8.426534572079596,12.878688272043957,19.74295991679619,3.311061545135895,8.255271230108667,4.560100156426773,0.022830682372117418,1.8958334144999998,0.5433436681459123,0.2953181906000615,4.393597346707872,3.4912856214098755,471.7830199137974,16.864013053619175,29.49999999999998,1,28030.0,Bearing1_1,Learning_set
2.0132550980149677,8.543729277297153,12.87570027649063,20.151904589651505,3.2733649760270396,8.361002594674423,4.565281685449723,0.08219405472390506,1.9573833901499995,0.5502543007656957,0.3029348608638449,4.478248722533815,3.5567587755132646,491.578839689185,16.857169145550536,29.49999999999998,1,28030.0,Bearing1_1,Learning_set
2.102469857359856,8.784226634825101,12.560839237451606,19.84935222533676,3.2403827753369083,8.744954393762036,4.668904685726572,0.10385070798609024,1.8915683731049997,0.5452443257848355,0.29745848379177947,4.37553682860783,3.466951114016263,478.00733144781987,16.841428844789263,29.49999999999998,1,28030.0,Bearing1_1,Learning_set
